"opportunity_id","lead_id","opportunity_name","status","created_at"
"3869","7761","Opportunity for Danielle Dunn","Open","2025-08-29 22:47:57.985697"
"3870","7762","Opportunity for Anthony Peterson","Closed Lost","2025-08-14 16:50:05.956501"
"3871","7764","Opportunity for Sara Long","Closed Lost","2025-08-16 11:45:19.643636"
"3872","7765","Opportunity for Albert Wiggins","Closed Won","2025-09-16 14:33:47.380661"
"3873","7767","Opportunity for Rhonda Acosta","Open","2025-08-19 00:54:40.038501"
"3874","7768","Opportunity for Michael Stewart","Open","2025-07-31 03:28:40.570899"
"3875","7769","Opportunity for Richard Goodman","Closed Won","2025-08-15 23:57:42.919359"
"3876","7772","Opportunity for John Ramirez","Closed Won","2025-08-24 23:59:59.260567"
"3877","7774","Opportunity for Brad Fuller","Open","2025-08-25 08:03:55.570884"
"3878","7775","Opportunity for Sarah Wood","Open","2025-08-09 16:31:34.231147"
"3879","7776","Opportunity for Dr. Christy Cortez","Open","2025-07-26 11:57:12.429199"
"3880","7779","Opportunity for Dalton Harrison","Closed Lost","2025-07-16 23:05:43.820342"
"3881","7780","Opportunity for Patricia Hayes","Closed Won","2025-09-09 00:23:25.193159"
"3882","7782","Opportunity for James Jones","Open","2025-08-21 00:24:32.466211"
"3883","7783","Opportunity for Ann Harris","Closed Lost","2025-09-09 23:28:06.962675"
"3884","7785","Opportunity for Monique Sanders","Closed Lost","2025-08-29 14:36:10.645174"
"3885","7790","Opportunity for Justin Hunt","Open","2025-08-25 00:37:32.730210"
"3886","7792","Opportunity for Lisa Mcclure DVM","Closed Won","2025-08-11 05:38:53.550480"
"3887","7793","Opportunity for Wendy Velasquez","Closed Lost","2025-08-26 16:14:16.733628"
"3888","7799","Opportunity for Eric Burton","Closed Lost","2025-09-08 18:03:57.413281"
"3889","7801","Opportunity for Joseph Parker","Closed Won","2025-06-06 14:26:29.126093"
"3890","7803","Opportunity for Amanda Walker","Closed Lost","2025-08-13 18:45:49.994136"
"3891","7805","Opportunity for Benjamin Wallace","Open","2025-07-22 06:57:49.595459"
"3892","7807","Opportunity for Robert Davis","Closed Lost","2025-09-16 10:05:40.255611"
"3893","7809","Opportunity for Robert Velasquez","Closed Lost","2025-01-30 23:52:18.776635"
"3894","7810","Opportunity for Lori Fitzgerald","Open","2025-07-10 13:55:33.898509"
"3895","7811","Opportunity for Darlene Bryan","Closed Won","2025-07-23 10:05:48.477997"
"3896","7813","Opportunity for Erika Pena","Open","2025-08-18 15:41:55.159154"
"3897","7815","Opportunity for Paul Lucero","Closed Won","2025-05-22 22:13:22.878026"
"3898","7817","Opportunity for Zachary Wilkerson","Open","2025-03-14 02:13:26.740826"
"3899","7820","Opportunity for Stacey Rodriguez","Closed Won","2025-06-29 02:18:28.384519"
"3900","7821","Opportunity for Harry Castro","Closed Won","2025-06-27 09:29:31.178754"
"3901","7822","Opportunity for Kelly Silva","Closed Won","2025-06-08 18:17:23.255677"
"3902","7825","Opportunity for Nicole Figueroa","Open","2025-08-17 09:53:30.485766"
"3903","7827","Opportunity for Austin Jordan","Open","2025-02-04 02:06:34.427300"
"3904","7828","Opportunity for Pamela Collins","Open","2025-05-24 18:18:41.540673"
"3905","7829","Opportunity for Brandon Walker","Closed Lost","2025-05-21 14:01:35.620294"
"3906","7836","Opportunity for Patricia Goodman","Closed Lost","2025-10-06 08:48:42.637537"
"3907","7842","Opportunity for Angela Miller","Closed Won","2025-05-21 18:39:33.999197"
"3908","7843","Opportunity for Lisa Brooks","Open","2025-08-07 09:54:23.589708"
"3909","7844","Opportunity for Elizabeth Higgins","Closed Won","2025-04-03 17:00:24.968958"
"3910","7847","Opportunity for Charlene Williams","Closed Won","2025-07-06 00:13:19.346810"
"3911","7848","Opportunity for James Abbott","Open","2025-07-19 21:50:13.142122"
"3912","7849","Opportunity for Jenny Thompson","Open","2025-02-15 13:10:33.611344"
"3913","7851","Opportunity for Kevin Moreno","Closed Won","2025-04-12 15:07:01.378393"
"3914","7852","Opportunity for Jon Johnson","Open","2025-06-28 10:19:49.255157"
"3915","7853","Opportunity for Audrey Stewart","Open","2025-09-19 19:52:05.895713"
"3916","7854","Opportunity for Kristopher Cook","Closed Lost","2025-08-22 06:49:19.252684"
"3917","7857","Opportunity for Sonia Park","Closed Lost","2025-04-28 16:24:21.816286"
"3918","7858","Opportunity for Brent Cooper","Open","2025-06-11 10:35:09.447785"
"3919","7861","Opportunity for Jamie Rose","Closed Lost","2025-10-08 02:09:48.052008"
"3920","7862","Opportunity for Dr. Robert Webster","Closed Won","2025-01-25 16:33:10.191548"
"3921","7863","Opportunity for Zachary Howard","Open","2025-08-16 02:57:34.223996"
"3922","7866","Opportunity for Christina Smith","Closed Won","2025-09-16 14:00:51.762984"
"3923","7868","Opportunity for Joshua Mcdaniel","Closed Won","2025-07-14 06:27:33.113912"
"3924","7870","Opportunity for Dustin Barnes","Closed Won","2025-10-30 03:36:31.999712"
"3925","7871","Opportunity for Mr. Robert Morris","Open","2025-06-05 04:54:55.602801"
"3926","7872","Opportunity for Jessica Wood","Open","2025-09-21 11:12:49.812799"
"3927","7874","Opportunity for Jessica Johnson","Open","2025-08-07 07:45:16.958116"
"3928","7878","Opportunity for Jessica Hines","Open","2025-09-25 01:40:01.031742"
"3929","7879","Opportunity for Brian Sims","Closed Won","2025-06-22 02:36:13.908360"
"3930","7880","Opportunity for Joshua Rivera","Closed Lost","2025-06-09 11:19:18.718392"
"3931","7883","Opportunity for Stacey Gibson","Closed Lost","2025-06-25 12:08:11.132001"
"3932","7884","Opportunity for Cameron Jacobs","Closed Lost","2025-08-30 22:42:43.571500"
"3933","7887","Opportunity for Carl Mcknight","Closed Lost","2025-04-09 19:57:50.557464"
"3934","7888","Opportunity for April Morris DDS","Closed Won","2025-04-07 00:08:52.111807"
"3935","7891","Opportunity for Craig Jackson","Closed Lost","2025-02-08 06:07:45.896637"
"3936","7892","Opportunity for Mary Fox","Closed Won","2025-02-05 00:39:28.991769"
"3937","7894","Opportunity for Charles Watson","Open","2025-05-16 17:04:46.180956"
"3938","7898","Opportunity for Andrew Mason","Closed Lost","2025-09-16 12:37:40.640169"
"3939","7899","Opportunity for David Smith","Closed Lost","2025-05-22 04:04:52.534780"
"3940","7901","Opportunity for Marcus Porter","Open","2025-02-07 04:59:22.693581"
"3941","7902","Opportunity for Jesse Farley","Closed Lost","2025-01-22 10:43:32.971208"
"3942","7905","Opportunity for Benjamin Wright","Closed Won","2025-07-10 15:18:41.948106"
"3943","7906","Opportunity for David Mccormick","Open","2025-04-07 21:13:57.640170"
"3944","7909","Opportunity for Jessica Vasquez","Closed Won","2025-02-19 16:50:50.131715"
"3945","7910","Opportunity for Melissa Boyd","Open","2025-02-26 00:15:03.797379"
"3946","7912","Opportunity for Sara Thompson","Open","2025-01-20 13:17:26.087939"
"3947","7915","Opportunity for Cynthia Dunn","Closed Won","2025-07-25 21:25:44.193931"
"3948","7916","Opportunity for Tara Clarke","Closed Lost","2025-04-27 03:26:56.141231"
"3949","7919","Opportunity for Ashley Vargas","Closed Lost","2025-03-14 01:44:17.632852"
"3950","7920","Opportunity for Travis Bailey","Closed Won","2025-07-09 00:39:52.942595"
"3951","7921","Opportunity for Jennifer Pena","Closed Won","2025-04-27 02:09:16.962587"
"3952","7922","Opportunity for Robert Davidson","Open","2025-03-09 10:07:40.744863"
"3953","7925","Opportunity for Christopher Williams","Closed Won","2025-04-02 07:17:37.619168"
"3954","7927","Opportunity for Diana Jackson","Closed Won","2025-02-12 01:10:12.658254"
"3955","7930","Opportunity for Debbie Palmer","Closed Won","2025-05-22 08:53:31.885556"
"3956","7933","Opportunity for Katherine Castaneda","Closed Lost","2025-05-05 22:12:44.572393"
"3957","7935","Opportunity for James Kramer","Open","2025-06-17 16:48:46.667931"
"3958","7936","Opportunity for David Rocha","Closed Won","2025-05-31 11:33:19.609174"
"3959","7940","Opportunity for Jason Rogers","Closed Lost","2025-02-24 17:53:29.100200"
"3960","7941","Opportunity for Veronica Bryant","Open","2025-05-22 18:38:11.236181"
"3961","7944","Opportunity for Jennifer Taylor","Open","2025-04-14 17:12:10.167731"
"3962","7945","Opportunity for Dr. Brendan Wiley","Open","2025-04-06 21:04:55.107136"
"3963","7947","Opportunity for Brianna Franklin","Closed Lost","2025-02-02 05:30:47.024710"
"3964","7950","Opportunity for Karen Schwartz","Open","2025-03-30 20:02:47.062578"
"3965","7951","Opportunity for Sarah Taylor","Closed Won","2025-03-26 14:50:53.509971"
"3966","7954","Opportunity for Evan Wagner","Closed Lost","2025-04-16 15:24:07.025850"
"3967","7955","Opportunity for Erik Riggs","Closed Lost","2025-05-01 18:58:30.409206"
"3968","7956","Opportunity for Seth Brown","Closed Won","2025-06-12 01:06:42.799196"
"3969","7958","Opportunity for Ernest Carroll","Closed Lost","2025-05-19 02:05:32.968035"
"3970","7959","Opportunity for Robin Miller","Closed Won","2025-06-11 05:26:26.078267"
"3971","7960","Opportunity for Glenda Walker","Open","2025-06-07 23:28:06.046262"
"3972","7961","Opportunity for Nathan Harris","Open","2025-04-26 14:29:04.367767"
"3973","7962","Opportunity for Christopher Novak","Closed Lost","2025-03-25 04:15:05.105440"
"3974","7963","Opportunity for Elizabeth Stephens","Closed Lost","2025-06-25 20:24:12.343954"
"3975","7964","Opportunity for Connor Morales","Closed Lost","2025-03-15 12:32:20.617839"
"3976","7968","Opportunity for John Lowe","Closed Won","2025-01-15 20:30:01.557744"
"3977","7971","Opportunity for Elizabeth Rubio","Closed Lost","2025-03-14 13:52:30.099267"
"3978","7976","Opportunity for Brian Gutierrez","Closed Won","2025-03-06 22:20:21.789965"
"3979","7977","Opportunity for Anna Holt","Closed Lost","2025-02-28 09:58:31.686166"
"3980","7978","Opportunity for Craig Donovan","Closed Lost","2025-04-09 02:21:48.038897"
"3981","7980","Opportunity for Ryan Hill","Open","2025-02-04 13:54:12.967802"
"3982","7983","Opportunity for Brian Dixon","Closed Lost","2025-05-25 17:17:20.505113"
"3983","7985","Opportunity for Melissa Heath","Open","2025-02-17 08:34:03.001893"
"3984","7986","Opportunity for Andrew Morgan","Closed Lost","2025-06-28 23:39:42.499359"
"3985","7987","Opportunity for Jennifer Ferguson","Open","2025-03-12 03:23:42.202940"
"3986","7988","Opportunity for Felicia Mitchell","Open","2025-06-08 18:08:24.412727"
"3987","7989","Opportunity for Laura Mack","Open","2025-06-03 13:46:25.939793"
"3988","7990","Opportunity for Jessica Bryant","Open","2025-04-06 03:01:14.536460"
"3989","7992","Opportunity for Tina Graham","Open","2025-03-13 16:04:00.873874"
"3990","7994","Opportunity for Amy Elliott","Open","2025-04-04 14:16:44.869423"
"3991","7995","Opportunity for Robert Kent","Closed Won","2025-05-27 07:07:22.341005"
"3992","7997","Opportunity for Jeremiah Smith","Closed Lost","2025-07-13 02:49:58.784163"
"3993","7998","Opportunity for Tony Owens","Closed Won","2025-04-19 05:08:44.688091"
"3994","8000","Opportunity for Ronald Hill","Closed Won","2025-07-12 22:41:51.784235"
"3995","8001","Opportunity for Michael Sullivan","Open","2025-05-31 23:53:45.735569"
"3996","8003","Opportunity for Pamela King","Open","2025-06-08 03:41:58.967144"
"3997","8009","Opportunity for Theodore Mann","Closed Won","2025-06-22 02:45:07.098273"
"3998","8011","Opportunity for Wayne Carter","Closed Won","2025-06-03 10:21:39.733854"
"3999","8012","Opportunity for Carol Smith","Open","2025-05-31 22:22:45.892684"
"4000","8013","Opportunity for Blake Johnson","Closed Lost","2025-05-30 06:39:13.242090"
"4001","8014","Opportunity for Jean Nichols","Open","2025-06-14 00:18:12.632605"
"4002","8015","Opportunity for Shannon Hunter","Closed Won","2025-06-16 09:40:05.944106"
"4003","8016","Opportunity for Patricia Mayo","Closed Lost","2025-06-14 07:32:53.675875"
"4004","8017","Opportunity for Alison Mendoza","Open","2025-06-18 23:38:50.914386"
"4005","8020","Opportunity for Michael Cisneros","Closed Won","2025-06-09 18:44:18.983508"
"4006","8021","Opportunity for Laura Clark","Open","2025-06-11 13:44:07.363887"
"4007","8022","Opportunity for Emily Phillips","Open","2025-06-20 22:24:03.384727"
"4008","8023","Opportunity for John Green","Open","2025-06-11 12:49:01.116317"
"4009","8027","Opportunity for Albert Lewis","Closed Lost","2025-06-10 19:40:07.318930"
"4010","8028","Opportunity for Jake Rivera","Open","2025-05-31 23:07:24.815931"
"4011","8029","Opportunity for Jose Cochran","Closed Won","2025-06-12 22:46:41.092534"
"4012","8030","Opportunity for Ashley Forbes","Open","2025-05-30 07:42:17.207070"
"4013","8031","Opportunity for David Phillips","Closed Won","2025-06-13 16:56:39.996769"
"4014","8032","Opportunity for Emily Nguyen","Open","2025-06-06 21:55:20.898247"
"4015","8033","Opportunity for William Freeman","Closed Won","2025-06-07 17:07:39.575268"
"4016","8036","Opportunity for Danielle Barajas","Closed Lost","2025-05-27 17:29:41.975213"
"4017","8037","Opportunity for Stanley Garcia","Closed Won","2025-05-27 11:27:40.257468"
"4018","8038","Opportunity for Alexander Calhoun","Closed Lost","2025-05-26 09:41:47.796593"
"4019","8039","Opportunity for Shane Ramirez MD","Closed Lost","2025-06-12 09:19:44.755491"
"4020","8044","Opportunity for James Jordan","Closed Won","2025-06-12 21:19:43.531527"
"4021","8045","Opportunity for Paul Williams","Open","2025-06-16 09:02:26.484278"
"4022","8047","Opportunity for Veronica Thompson","Closed Won","2025-05-27 06:50:01.210323"
"4023","8050","Opportunity for Candace Elliott","Closed Won","2025-06-05 05:22:25.501251"
"4024","8051","Opportunity for Michael Medina","Open","2025-06-11 04:04:08.466934"
"4025","8053","Opportunity for Sara Davila","Closed Lost","2025-06-20 07:53:51.554772"
"4026","8055","Opportunity for Alexis Jordan","Closed Won","2025-05-31 13:21:47.005122"
"4027","8056","Opportunity for Matthew Simmons","Open","2025-05-31 03:24:27.809985"
"4028","8060","Opportunity for Tracy Campos","Closed Won","2025-06-01 09:17:45.842383"
"4029","8061","Opportunity for Scott Reed","Open","2025-06-11 14:49:57.021996"
"4030","8063","Opportunity for Charles Flores","Closed Lost","2025-06-02 09:40:02.549516"
"4031","8064","Opportunity for Rhonda Robertson","Open","2025-05-25 08:52:56.177214"
"4032","8065","Opportunity for Nicholas Stevens","Open","2025-06-02 10:15:22.375428"
"4033","8071","Opportunity for Rickey Gilmore","Open","2025-06-08 00:29:13.696950"
"4034","8073","Opportunity for Michael Gibson","Closed Won","2025-06-06 16:44:29.365309"
"4035","8076","Opportunity for Amy Smith","Closed Lost","2025-06-05 22:51:12.104098"
"4036","8077","Opportunity for Christopher Rose","Closed Won","2025-06-17 09:48:26.399576"
"4037","8078","Opportunity for Omar Phillips","Closed Lost","2025-06-11 04:06:10.510171"
"4038","8079","Opportunity for Angela Walker","Open","2025-06-10 10:55:48.896409"
"4039","8080","Opportunity for Jeffrey Peterson","Closed Lost","2025-06-05 09:31:23.503995"
"4040","8084","Opportunity for Shelly Christensen","Closed Lost","2025-06-08 20:11:42.248260"
"4041","8086","Opportunity for John Martinez","Closed Won","2025-06-14 12:02:13.751399"
"4042","8088","Opportunity for Anthony Barrett","Open","2025-05-28 15:57:32.820814"
"4043","8089","Opportunity for Kevin Murray","Closed Lost","2025-06-13 17:23:07.695302"
"4044","8090","Opportunity for James Burns","Open","2025-05-28 18:37:16.636678"
"4045","8092","Opportunity for Frank Collins","Open","2025-06-03 13:08:51.271652"
"4046","8093","Opportunity for Danny Williams","Closed Lost","2025-06-21 06:05:32.169024"
"4047","8095","Opportunity for Amy Bailey","Closed Won","2025-06-10 20:34:34.411305"
"4048","8099","Opportunity for Christine Marshall","Closed Won","2025-06-14 18:52:16.906815"
"4049","8100","Opportunity for Kendra Fuller","Closed Won","2025-06-04 17:34:28.963455"
"4050","8101","Opportunity for Alexis Williams","Closed Won","2025-05-10 16:28:46.104738"
"4051","8102","Opportunity for Jasmine Steele","Closed Lost","2025-07-13 16:58:50.168808"
"4052","8106","Opportunity for Shannon Vincent","Closed Lost","2025-05-20 09:33:12.312055"
"4053","8108","Opportunity for Rhonda Castro","Closed Won","2025-06-28 21:35:45.332077"
"4054","8111","Opportunity for Kimberly Rogers","Closed Won","2025-07-23 20:31:05.348471"
"4055","8114","Opportunity for Martin Ballard","Closed Lost","2025-06-09 09:22:38.592978"
"4056","8115","Opportunity for Donald Dickson","Closed Lost","2025-07-24 21:11:22.479081"
"4057","8117","Opportunity for Christina Williams","Open","2025-06-01 18:59:14.764180"
"4058","8121","Opportunity for Mark Lewis","Closed Lost","2025-07-22 20:17:45.011797"
"4059","8123","Opportunity for Melissa Medina","Closed Won","2025-05-02 08:19:09.683114"
"4060","8126","Opportunity for William Flores","Open","2025-08-02 10:50:19.512679"
"4061","8128","Opportunity for Melissa Jones","Closed Won","2025-07-10 07:45:17.747027"
"4062","8129","Opportunity for Jay Jones","Closed Lost","2025-06-23 17:35:47.368848"
"4063","8130","Opportunity for James Clark","Closed Lost","2025-06-10 07:40:09.338939"
"4064","8132","Opportunity for Benjamin Warner","Open","2025-06-29 02:10:58.618795"
"4065","8134","Opportunity for Kathleen Walker","Closed Won","2025-05-02 04:00:01.002421"
"4066","8135","Opportunity for Melissa Chavez","Closed Lost","2025-04-24 14:00:22.678323"
"4067","8139","Opportunity for Michael Johnson","Closed Won","2025-06-21 19:00:47.807451"
"4068","8140","Opportunity for Susan Roberts","Closed Lost","2025-05-07 02:27:44.929831"
"4069","8142","Opportunity for Brandon Bell","Closed Lost","2025-07-27 05:44:41.746013"
"4070","8143","Opportunity for Chad Vance","Closed Lost","2025-08-01 21:34:11.126864"
"4071","8144","Opportunity for Jenna Rios","Closed Won","2025-05-01 14:02:43.120213"
"4072","8145","Opportunity for Natalie Friedman","Closed Lost","2025-06-20 12:15:03.066359"
"4073","8149","Opportunity for Corey Young","Closed Lost","2025-04-08 21:44:16.667222"
"4074","8150","Opportunity for Amber Blake","Closed Won","2025-05-06 01:23:07.015421"
"4075","8151","Opportunity for Caitlin Martinez","Closed Won","2025-07-12 11:04:17.332410"
"4076","8152","Opportunity for Ellen Gomez","Closed Lost","2025-08-02 00:29:09.029363"
"4077","8153","Opportunity for Christina Coleman","Closed Lost","2025-07-23 02:52:10.497898"
"4078","8154","Opportunity for David Davis","Closed Won","2025-05-27 23:00:40.937129"
"4079","8155","Opportunity for Tina Gallagher","Closed Lost","2025-07-15 10:50:59.288667"
"4080","8156","Opportunity for Paul Jenkins","Closed Lost","2025-08-04 14:54:04.347879"
"4081","8158","Opportunity for Jamie Morton","Open","2025-08-05 06:35:41.378201"
"4082","8160","Opportunity for Beth Torres","Closed Lost","2025-04-28 05:03:23.212154"
"4083","8171","Opportunity for Wyatt Walsh","Closed Lost","2025-05-07 10:27:06.783753"
"4084","8172","Opportunity for Nancy White","Closed Won","2025-06-02 10:56:46.465664"
"4085","8174","Opportunity for Christopher Owen","Closed Won","2025-05-21 07:26:57.951976"
"4086","8175","Opportunity for Danielle Alvarado","Open","2025-05-28 23:59:04.977601"
"4087","8176","Opportunity for Kelli Avila","Closed Won","2025-04-17 03:27:53.825122"
"4088","8185","Opportunity for Joanna Hubbard","Closed Won","2025-04-30 08:37:47.905734"
"4089","8186","Opportunity for Thomas Baker","Closed Won","2025-07-02 09:15:03.292938"
"4090","8194","Opportunity for Alisha Henson","Closed Lost","2025-06-16 00:17:36.506342"
"4091","8199","Opportunity for Alexandra Perez","Open","2025-07-18 09:01:56.403223"
"4092","8200","Opportunity for Amanda Smith","Closed Won","2025-06-03 14:37:43.615062"
"4093","8202","Opportunity for James Davis","Closed Lost","2025-09-12 21:40:38.221359"
"4094","8203","Opportunity for Philip Lozano","Closed Won","2025-09-01 17:21:43.573698"
"4095","8205","Opportunity for Michael Santos","Closed Lost","2025-09-06 15:12:08.857669"
"4096","8208","Opportunity for Michael George","Open","2025-08-31 01:58:09.735793"
"4097","8210","Opportunity for Steven Reilly","Open","2025-08-29 23:35:30.166961"
"4098","8211","Opportunity for Sarah Wright","Closed Lost","2025-09-08 12:25:42.214677"
"4099","8212","Opportunity for Charles Newton","Closed Lost","2025-09-19 02:48:09.475492"
"4100","8214","Opportunity for Kenneth Morrow","Closed Lost","2025-09-11 15:47:10.294520"
"4101","8216","Opportunity for Lisa Robinson","Open","2025-09-16 07:52:53.617454"
"4102","8221","Opportunity for Christopher Rodriguez","Closed Lost","2025-09-16 06:08:01.906675"
"4103","8222","Opportunity for Heather Hamilton","Closed Lost","2025-09-21 00:28:20.638906"
"4104","8226","Opportunity for Michael Lawson","Closed Won","2025-09-24 07:39:19.627574"
"4105","8231","Opportunity for Kelly Silva","Closed Lost","2025-09-22 13:40:03.478829"
"4106","8233","Opportunity for Samantha Parker","Closed Lost","2025-09-19 07:47:48.669782"
"4107","8235","Opportunity for Nicholas Buchanan","Open","2025-08-30 12:05:07.427702"
"4108","8236","Opportunity for Jeffrey Blackwell","Closed Won","2025-09-22 09:43:23.673847"
"4109","8237","Opportunity for Samantha Arellano","Closed Won","2025-09-03 00:39:00.390093"
"4110","8242","Opportunity for John Gonzales","Open","2025-08-30 20:09:57.863032"
"4111","8245","Opportunity for Isaac Hill","Closed Won","2025-09-12 13:02:00.276669"
"4112","8247","Opportunity for Dustin Phelps","Open","2025-09-14 22:26:36.412882"
"4113","8250","Opportunity for Jillian Lyons","Closed Lost","2025-08-30 17:47:12.399872"
"4114","8252","Opportunity for Matthew Fuentes","Closed Won","2025-09-13 02:48:41.015592"
"4115","8254","Opportunity for Anthony Henry","Closed Won","2025-08-31 23:00:37.807186"
"4116","8256","Opportunity for Michael Hines","Open","2025-09-15 23:27:18.938150"
"4117","8261","Opportunity for Krystal Fitzpatrick","Closed Lost","2025-09-05 10:15:17.951750"
"4118","8264","Opportunity for Heather Jones","Closed Won","2025-09-19 00:32:20.293141"
"4119","8265","Opportunity for Brandon Ortega","Closed Lost","2025-09-07 13:02:31.543945"
"4120","8267","Opportunity for Jill Leon","Open","2025-08-28 11:25:05.642786"
"4121","8268","Opportunity for Joshua Craig","Closed Won","2025-09-23 00:02:33.482693"
"4122","8271","Opportunity for April Lewis","Closed Lost","2025-09-21 09:10:51.487695"
"4123","8274","Opportunity for Sabrina Jacobs","Open","2025-09-13 19:36:12.691012"
"4124","8275","Opportunity for Mr. Michael Andrews","Closed Lost","2025-09-09 02:42:07.219004"
"4125","8276","Opportunity for Barry Johnston","Open","2025-08-28 05:47:02.323763"
"4126","8278","Opportunity for Karen Ware","Closed Lost","2025-09-09 20:02:16.524539"
"4127","8279","Opportunity for Mr. Albert Day","Closed Won","2025-08-26 15:05:38.245062"
"4128","8281","Opportunity for Paul Black","Closed Won","2025-09-09 04:34:25.167938"
"4129","8283","Opportunity for Craig Villa","Open","2025-09-26 15:41:52.217819"
"4130","8284","Opportunity for Joseph Rose","Closed Lost","2025-09-15 11:47:24.414517"
"4131","8286","Opportunity for Kristin Doyle","Open","2025-09-16 19:03:52.150828"
"4132","8287","Opportunity for Amanda Ellis","Open","2025-08-27 01:40:52.667421"
"4133","8289","Opportunity for Samuel Jones","Open","2025-08-28 03:57:11.506022"
"4134","8290","Opportunity for Derrick Smith","Closed Won","2025-09-14 07:47:54.118986"
"4135","8291","Opportunity for Andrea Hubbard","Open","2025-09-03 21:28:51.270361"
"4136","8292","Opportunity for Timothy Berry","Open","2025-09-19 08:37:19.382346"
"4137","8296","Opportunity for Gary Dougherty","Closed Won","2025-09-24 02:00:47.181633"
"4138","8298","Opportunity for Daniel Monroe","Closed Lost","2025-09-08 23:19:53.614470"
"4139","8299","Opportunity for Tammy Gray","Open","2025-09-15 19:00:46.002453"
"4140","8300","Opportunity for James Johnson","Open","2025-09-05 04:55:03.402972"
"4141","8301","Opportunity for Christy Hernandez","Open","2025-08-17 03:05:14.069336"
"4142","8302","Opportunity for Ashlee White","Closed Lost","2025-08-20 03:05:14.381355"
"4143","8304","Opportunity for Donna Benson","Open","2025-08-24 03:05:14.083465"
"4144","8305","Opportunity for Daniel Rogers","Closed Won","2025-08-24 03:05:14.497542"
"4145","8307","Opportunity for Gary Mcbride","Open","2025-08-20 03:05:14.338698"
"4146","8312","Opportunity for Sean Mata","Closed Won","2025-08-17 03:05:14.683120"
"4147","8316","Opportunity for William Knight","Closed Lost","2025-08-15 03:05:14.040519"
"4148","8317","Opportunity for John Soto","Open","2025-08-17 03:05:14.484704"
"4149","8319","Opportunity for Brian Jones","Closed Lost","2025-08-16 03:05:14.231342"
"4150","8320","Opportunity for Angel Ortiz","Closed Won","2025-08-15 03:05:14.049843"
"4151","8323","Opportunity for Daniel Smith","Closed Won","2025-08-18 03:05:14.250882"
"4152","8324","Opportunity for Lauren Anderson","Open","2025-08-15 03:05:14.374384"
"4153","8326","Opportunity for April Jones","Open","2025-08-21 03:05:14.321809"
"4154","8327","Opportunity for Rebecca Flynn","Open","2025-08-16 03:05:14.121484"
"4155","8328","Opportunity for Linda Morgan","Closed Lost","2025-08-15 03:05:14.338275"
"4156","8329","Opportunity for Ryan Allen","Closed Won","2025-08-19 03:05:14.342663"
"4157","8330","Opportunity for Angela Gilbert","Closed Won","2025-08-23 03:05:14.803477"
"4158","8332","Opportunity for Nicole Smith","Closed Won","2025-08-16 03:05:14.350599"
"4159","8334","Opportunity for Kelly Webb","Closed Lost","2025-08-18 03:05:14.377965"
"4160","8335","Opportunity for Jamie Ellison","Closed Lost","2025-08-20 03:05:14.349527"
"4161","8338","Opportunity for Carolyn Dominguez","Closed Lost","2025-08-22 03:05:14.677376"
"4162","8340","Opportunity for Dana Barry","Closed Won","2025-08-20 03:05:14.699842"
"4163","8342","Opportunity for Dorothy Franklin","Closed Won","2025-08-20 03:05:14.746815"
"4164","8344","Opportunity for Christine Webb","Open","2025-08-18 03:05:14.809448"
"4165","8347","Opportunity for Ashley Gordon","Closed Lost","2025-08-17 03:05:14.764923"
"4166","8349","Opportunity for Adam Vargas","Closed Lost","2025-08-17 03:05:14.401682"
"4167","8354","Opportunity for Matthew Hernandez","Closed Lost","2025-08-20 03:05:14.604084"
"4168","8355","Opportunity for Janet Kelly","Closed Won","2025-08-20 03:05:14.827333"
"4169","8357","Opportunity for Donald Downs","Closed Lost","2025-08-24 03:05:14.480067"
"4170","8358","Opportunity for Robert Rangel","Closed Lost","2025-08-20 03:05:14.105904"
"4171","8360","Opportunity for Brian Mitchell","Closed Won","2025-08-16 03:05:14.242177"
"4172","8363","Opportunity for Tina Owens","Open","2025-08-16 03:05:14.795319"
"4173","8364","Opportunity for Michael Myers","Open","2025-08-24 03:05:14.543364"
"4174","8365","Opportunity for Timothy Bush","Closed Lost","2025-08-19 03:05:14.009806"
"4175","8367","Opportunity for Antonio Robinson","Closed Lost","2025-08-20 03:05:14.166438"
"4176","8368","Opportunity for David Williams","Closed Lost","2025-08-21 03:05:14.486438"
"4177","8370","Opportunity for Willie Rangel II","Open","2025-08-17 03:05:14.585884"
"4178","8375","Opportunity for Jacob Heath","Open","2025-08-23 03:05:14.431798"
"4179","8376","Opportunity for Beth Burns","Open","2025-08-20 03:05:14.087616"
"4180","8378","Opportunity for Alan Perry","Closed Won","2025-08-23 03:05:14.072554"
"4181","8381","Opportunity for Scott Gonzalez","Closed Lost","2025-08-21 03:05:14.105540"
"4182","8382","Opportunity for Kristen Lopez","Closed Won","2025-08-22 03:05:14.612525"
"4183","8384","Opportunity for Jeffrey Hampton","Closed Won","2025-08-20 03:05:14.026029"
"4184","8387","Opportunity for Laura Burch","Open","2025-08-18 03:05:14.460896"
"4185","8388","Opportunity for Dakota Velazquez","Closed Lost","2025-08-23 03:05:14.332809"
"4186","8389","Opportunity for Brittany Obrien","Closed Lost","2025-08-16 03:05:14.484549"
"4187","8391","Opportunity for Nicholas Murphy","Closed Won","2025-08-19 03:05:14.278217"
"4188","8394","Opportunity for Danielle Herrera","Closed Lost","2025-08-18 03:05:14.394534"
