"deal_id","opportunity_id","deal_name","amount","closed_at"
"674","2052","Deal with Kelly Rich","5456","2025-08-18 06:23:37.145011"
"675","2053","Deal with Joseph Ochoa","46493","2025-08-15 05:47:05.132096"
"676","2055","Deal with Melvin Bradley","41281","2025-09-11 07:38:54.562485"
"677","2058","Deal with Justin Cole","12519","2025-08-04 14:11:55.586345"
"678","2061","Deal with Michael Wilson","40977","2025-08-19 15:48:19.481230"
"679","2063","Deal with Taylor Rodriguez","25660","2025-08-25 11:12:56.118676"
"680","2065","Deal with Ann Gutierrez","42329","2025-09-03 06:08:15.586921"
"681","2066","Deal with Rita Harmon MD","23146","2025-08-08 20:24:41.718346"
"682","2068","Deal with John Duke","24831","2025-08-11 23:33:44.048076"
"683","2069","Deal with Robert Jennings","32108","2025-08-19 23:37:10.840611"
"684","2071","Deal with Larry Moore","20069","2025-08-29 08:42:22.246683"
"685","2072","Deal with Natasha Berry","7150","2025-08-28 09:22:31.926107"
"686","2073","Deal with Gary Green","22296","2025-08-21 16:00:27.491457"
"687","2075","Deal with James Collins Jr.","12884","2025-08-19 00:13:30.880985"
"688","2078","Deal with James Scott","6126","2025-09-04 10:24:37.479542"
"689","2080","Deal with Madison Brooks","14536","2025-08-26 22:42:23.306458"
"690","2084","Deal with Shaun Pollard","35974","2025-09-05 20:35:01.887325"
"691","2085","Deal with James Reid","15050","2025-08-04 15:53:38.190190"
"692","2087","Deal with Kyle Walsh","41507","2025-08-24 11:10:44.014884"
"693","2091","Deal with Andrew Chambers","47993","2025-08-22 13:40:16.839139"
"694","2095","Deal with Steven Thomas","37129","2025-08-03 18:13:37.569666"
"695","2096","Deal with Dr. Kevin West","6364","2025-08-04 18:13:37.514981"
"696","2099","Deal with Steven Campbell","11519","2025-08-09 18:13:37.752711"
"697","2100","Deal with Jessica Garrison","41402","2025-07-27 18:13:37.355298"
"698","2101","Deal with John Simpson","15021","2025-08-16 18:13:37.208740"
"699","2103","Deal with Phillip Fields","33025","2025-07-29 18:13:37.776587"
"700","2104","Deal with Robert Cohen","19728","2025-08-08 18:13:37.923123"
"701","2107","Deal with Barbara Holmes","10417","2025-08-11 18:13:37.086875"
"702","2110","Deal with Jason Barrett","44185","2025-08-10 18:13:37.257750"
"703","2111","Deal with James Carter","41291","2025-07-31 18:13:37.924401"
"704","2113","Deal with Belinda Johnson","48811","2025-08-13 18:13:37.511194"
"705","2117","Deal with Miranda Klein","5429","2025-08-03 18:13:37.842408"
"706","2118","Deal with Carolyn Morris","49316","2025-08-01 18:13:37.403305"
"707","2121","Deal with Brittany Davis","32630","2025-08-08 18:13:37.343197"
"708","2122","Deal with Jeremy Rasmussen","14010","2025-07-23 18:13:37.037786"
"709","2124","Deal with Ricky Lopez","8102","2025-07-29 18:13:37.649401"
"710","2129","Deal with Hannah Hall","18929","2025-07-25 18:13:37.944364"
"711","2130","Deal with Christopher Ross","30648","2025-08-06 18:13:37.281885"
"712","2137","Deal with Beth Johnson","24721","2025-08-01 18:13:37.122910"
"713","2139","Deal with Aaron Lester","39324","2025-08-09 18:13:37.081609"
"714","2141","Deal with Brooke White","41430","2025-08-05 18:13:37.783674"
"715","2143","Deal with Edward Edwards","36106","2025-08-07 18:13:37.849251"
"716","2146","Deal with Craig Cooper","15942","2025-08-13 18:13:37.246666"
"717","2149","Deal with Selena Hunter","10391","2025-09-19 01:59:13.087415"
"718","2152","Deal with Molly Rogers","37068","2025-07-09 17:16:28.637067"
"719","2153","Deal with Wendy Curtis","13541","2025-05-24 20:04:12.871427"
"720","2154","Deal with Carol Caldwell","33884","2025-06-22 17:57:28.677410"
"721","2161","Deal with Pamela Hall","10913","2025-09-07 11:41:25.064203"
"722","2162","Deal with Charles Moreno","26303","2025-07-18 18:19:34.044511"
"723","2165","Deal with Tyler Shaw","49505","2025-07-08 02:25:12.979344"
"724","2166","Deal with John Nelson","32185","2025-08-23 03:10:44.711946"
"725","2167","Deal with Michael Rodriguez","36189","2025-08-23 23:18:55.932746"
"726","2169","Deal with Alexis Melton","38954","2025-05-15 21:37:38.241050"
"727","2173","Deal with Ryan Walker","31942","2025-04-24 20:04:37.502088"
"728","2174","Deal with Mrs. Amanda Mendoza","30105","2025-05-10 20:58:30.832410"
"729","2179","Deal with Jackie Davis","12289","2025-04-15 03:40:35.321389"
"730","2180","Deal with Kayla Jones","26371","2025-10-09 23:42:38.951104"
"731","2181","Deal with William Flores","46138","2025-09-28 17:27:52.368224"
"732","2188","Deal with Melissa Gardner","10315","2025-10-09 13:31:33.931208"
"733","2191","Deal with Pamela Franklin","43869","2025-04-13 18:57:25.831644"
"734","2192","Deal with Thomas Cox","18788","2025-09-22 18:53:43.302461"
"735","2194","Deal with Brian Wagner","43891","2025-10-01 09:28:53.704738"
"736","2195","Deal with Richard Brown","8969","2025-04-20 15:40:15.387220"
"737","2200","Deal with Amy Hayes","26020","2025-06-18 15:38:20.564893"
"738","2204","Deal with Hailey Martin","29485","2025-04-29 21:02:30.894945"
"739","2207","Deal with Gregory Reilly","34705","2025-04-25 16:08:23.463030"
"740","2208","Deal with Faith Carson","13252","2025-03-09 22:01:02.626031"
"741","2209","Deal with Jeffrey Williams","15313","2025-04-04 23:33:43.259673"
"742","2216","Deal with John Ballard","12798","2025-03-24 18:52:21.411940"
"743","2218","Deal with Brooke Sanders","46971","2025-04-08 22:05:46.512393"
"744","2220","Deal with Joel Snow","30304","2025-03-18 00:32:37.267077"
"745","2221","Deal with Sarah Yang","35334","2025-04-04 14:17:40.699608"
"746","2223","Deal with Perry Phillips","41849","2025-04-08 02:09:22.656932"
"747","2227","Deal with Misty Paul","33101","2025-04-01 03:27:27.760820"
"748","2228","Deal with Nathaniel Mcclure","33386","2025-03-18 10:54:45.394017"
"749","2229","Deal with Miranda Hernandez","8571","2025-03-15 11:42:24.050693"
"750","2230","Deal with Matthew Hart","36451","2025-03-06 09:41:10.883286"
"751","2234","Deal with William Johnson","25077","2025-03-08 07:40:20.376428"
"752","2238","Deal with Natalie Sanchez","11601","2025-03-13 19:54:31.728700"
"753","2241","Deal with Joseph Higgins","43273","2025-03-05 20:05:31.003816"
"754","2257","Deal with Paige Greene","38526","2025-04-26 02:44:11.401633"
"755","2258","Deal with Lydia Jones","12344","2025-04-18 20:26:23.548850"
"756","2259","Deal with William Walker","33896","2025-03-27 17:06:29.467133"
"757","2270","Deal with Sarah Brewer","39718","2025-12-04 11:44:01.415231"
"758","2274","Deal with Claire Mcknight","42321","2025-10-19 23:03:21.072633"
"759","2275","Deal with James Gomez","26695","2025-11-22 18:49:06.996351"
"760","2276","Deal with Shane Wells","7100","2025-10-05 04:18:04.308407"
"761","2277","Deal with David Williams","25368","2025-10-26 09:04:19.667885"
"762","2278","Deal with Robert Green","49593","2025-09-01 01:52:28.115095"
"763","2280","Deal with Patricia Hoffman","26834","2025-09-01 07:58:57.881275"
"764","2281","Deal with Jeffrey Gonzalez","42724","2025-08-14 04:08:32.996512"
"765","2282","Deal with Claire Thomas","34998","2025-10-16 17:20:56.901742"
"766","2283","Deal with Taylor Davis","20135","2025-10-23 12:01:52.449692"
"767","2284","Deal with Kevin Delgado","39004","2025-11-26 13:18:27.569771"
"768","2285","Deal with Matthew Jimenez","16356","2025-10-28 18:59:48.038396"
"769","2287","Deal with Steven Nunez","19289","2025-09-28 00:05:38.617722"
"770","2290","Deal with Ashley Ray","45046","2025-10-08 16:35:13.504287"
"771","2294","Deal with Tony Duran","32547","2025-09-03 10:46:39.651901"
"772","2304","Deal with Steven Brown","35159","2025-08-29 03:50:29.276189"
"773","2310","Deal with Robert Chambers","17720","2025-09-13 01:22:19.125002"
"774","2311","Deal with Elizabeth Li","46885","2025-09-14 01:22:19.685694"
"775","2313","Deal with Debra Pierce","16419","2025-08-31 01:22:19.771075"
"776","2314","Deal with Ronald Pope","45339","2025-09-10 01:22:19.676443"
"777","2316","Deal with Elizabeth Kirk MD","47482","2025-09-01 01:22:19.282746"
"778","2318","Deal with William Hopkins","15959","2025-09-11 01:22:19.645162"
"779","2320","Deal with Kristina Khan","13171","2025-09-05 01:22:19.586649"
"780","2328","Deal with Rachel Foley","40244","2025-08-29 01:22:19.845495"
"781","2329","Deal with Timothy Thompson","15583","2025-09-08 01:22:19.538523"
"782","2334","Deal with Joel Todd","20019","2025-09-08 01:22:19.448517"
"783","2340","Deal with Reginald Marquez","12658","2025-09-07 01:22:19.035527"
"784","2352","Deal with Gary Harris","27781","2025-09-06 01:22:19.473186"
"785","2353","Deal with Allison Moore","24001","2025-09-10 01:22:19.422108"
"786","2355","Deal with Rachel Blake","33867","2025-09-06 01:22:19.071081"
"787","2360","Deal with James Rush","38984","2025-09-06 01:22:19.840276"
"788","2367","Deal with Amber Ryan","46329","2025-05-13 00:37:51.478726"
"789","2368","Deal with Megan Rivera","5186","2025-03-23 10:40:04.638960"
"790","2370","Deal with Dean Sullivan","5590","2025-05-20 15:06:43.459106"
"791","2372","Deal with Jeffrey Hahn","40744","2025-05-05 21:09:26.064357"
"792","2375","Deal with Ann Johnson","22364","2025-06-26 22:33:06.508615"
"793","2376","Deal with David Castaneda","47677","2025-06-30 08:46:43.514325"
"794","2377","Deal with Claire Butler","28531","2025-05-16 04:35:32.512155"
"795","2379","Deal with Ashley Jones","26434","2025-03-22 19:27:53.923494"
"796","2382","Deal with Jill Schneider","25691","2025-07-22 07:52:39.038043"
"797","2384","Deal with Wayne Vaughn","6267","2025-06-08 00:13:27.320304"
"798","2388","Deal with Christine Gonzales","31890","2025-03-19 04:46:24.229409"
"799","2391","Deal with Jennifer Taylor","45652","2025-03-06 12:31:43.225014"
"800","2394","Deal with Chloe Coleman","40984","2025-06-14 12:01:57.677173"
"801","2397","Deal with Charles Thompson","39553","2025-03-04 12:10:56.389415"
"802","2398","Deal with Stephanie Jordan","48121","2025-05-12 10:24:50.249224"
"803","2402","Deal with Harry Hunt","11630","2025-06-30 00:34:17.316238"
"804","2403","Deal with Eric Walker","38697","2025-02-10 03:25:21.377116"
"805","2404","Deal with Gabrielle Tucker","7425","2025-06-24 00:32:26.700229"
"806","2409","Deal with Lynn Lewis","31611","2025-03-17 14:12:55.359326"
"807","2410","Deal with Christina Williams","17134","2025-04-26 14:27:00.325016"
"808","2415","Deal with Kimberly Perez","21225","2025-06-24 02:06:29.179921"
"809","2416","Deal with Dustin Ali","26049","2025-06-27 20:58:47.741851"
"810","2419","Deal with Kevin Harvey","21785","2025-05-30 21:50:15.796647"
"811","2424","Deal with Lisa Swanson","15453","2025-07-07 18:42:45.341535"
"812","2428","Deal with Mason Crane","5854","2025-06-09 15:45:11.958431"
"813","2429","Deal with Donald Smith","17980","2025-07-07 05:00:32.986274"
"814","2432","Deal with Diane Kelly","16774","2025-07-05 07:11:14.180721"
"815","2434","Deal with Casey Leonard","20279","2025-07-10 06:08:48.467570"
"816","2435","Deal with Christy Gardner","11298","2025-06-24 07:20:01.711036"
"817","2437","Deal with Jake Graham","44701","2025-07-15 18:37:10.788017"
"818","2450","Deal with Joel Garrett","21447","2025-06-09 19:16:20.225536"
"819","2453","Deal with Caitlin Mcclain","49928","2025-06-13 12:35:09.246829"
"820","2455","Deal with Erin Reid","17032","2025-06-17 08:15:58.655802"
"821","2460","Deal with Julia Moreno","41143","2025-04-12 12:45:04.137326"
"822","2461","Deal with Brian Brown","26089","2025-04-20 16:07:17.654152"
"823","2462","Deal with Philip Ewing","26223","2025-02-19 13:49:14.845105"
"824","2466","Deal with Diana Singh","25291","2025-02-24 10:58:35.798743"
"825","2482","Deal with Shannon Arroyo","20659","2025-03-03 20:55:05.952690"
"826","2483","Deal with Brent Rose","23626","2025-02-17 16:43:40.096043"
"827","2484","Deal with Adam Hicks","42256","2025-04-16 16:01:51.450047"
"828","2485","Deal with Roy Hall","45940","2025-04-24 03:43:54.548903"
"829","2493","Deal with Pamela Sanchez","33551","2025-03-13 23:44:25.224763"
"830","2497","Deal with Beverly Abbott","39892","2025-04-02 21:57:53.251102"
"831","2498","Deal with Mark Brown","44758","2025-02-19 04:27:09.961597"
"832","2501","Deal with Sheila Ware","36652","2025-03-07 18:41:28.152693"
"833","2503","Deal with Jamie Harvey","9892","2025-04-23 11:45:40.960037"
"834","2508","Deal with Jennifer Johnson","15124","2025-04-01 22:16:06.146517"
"835","2510","Deal with Jennifer Stuart","18070","2025-10-04 03:39:45.337372"
"836","2511","Deal with Tracy Jones","11820","2025-10-09 03:39:45.750369"
"837","2517","Deal with Allen Whitaker","23247","2025-10-10 03:39:45.684159"
"838","2519","Deal with Lisa Wilson","21328","2025-10-08 03:39:45.068239"
"839","2530","Deal with Jennifer Barker","9838","2025-10-01 03:39:45.293261"
"840","2536","Deal with Keith Stuart","24975","2025-09-25 03:39:45.980193"
"841","2542","Deal with Benjamin Novak","19009","2025-09-22 03:39:45.883071"
"842","2549","Deal with Steven Bryant","32330","2025-10-06 03:39:45.937147"
"843","2553","Deal with Michelle Wilson","39049","2025-10-02 03:39:45.295092"
"844","2556","Deal with Timothy Martinez","8339","2025-09-26 03:39:45.749327"
"845","2559","Deal with James Baldwin","30353","2025-10-04 03:39:45.193109"
"846","2562","Deal with Christy Davis","41671","2025-08-05 06:32:36.853569"
"847","2565","Deal with Patrick King","30762","2025-10-21 22:32:31.610400"
"848","2571","Deal with Jessica Carr","43865","2025-08-30 10:48:16.067907"
"849","2573","Deal with Scott Rivera","49751","2025-10-04 03:21:55.653190"
"850","2581","Deal with Crystal King","27502","2025-11-10 19:07:08.216153"
"851","2583","Deal with Karen Davis","26508","2025-11-05 02:46:12.434246"
"852","2585","Deal with Gloria Johnson","17723","2025-08-24 20:20:14.973572"
"853","2586","Deal with Candice Carlson","41957","2025-08-18 02:54:39.328088"
"854","2588","Deal with Jennifer Obrien","18795","2025-09-12 09:22:43.513915"
"855","2594","Deal with Sierra Martin","17313","2025-09-23 14:29:41.320415"
"856","2597","Deal with John Peterson","23196","2025-06-25 23:28:02.772364"
"857","2599","Deal with Adam Walters","7924","2025-09-06 12:08:55.243962"
"858","2602","Deal with Anthony Jennings","48869","2025-11-12 17:30:40.401783"
"859","2605","Deal with Nicole Case","6632","2025-10-28 01:00:19.615987"
"860","2607","Deal with Molly Martin","24207","2025-10-02 22:10:48.090386"
"861","2609","Deal with Melissa Holt","5426","2025-09-18 10:59:30.060386"
"862","2610","Deal with Vickie Greene","21882","2025-07-20 14:08:01.410784"
"863","2611","Deal with Dustin Tran","14223","2025-09-20 05:01:20.124925"
"864","2613","Deal with Robert Horton","23999","2025-11-25 10:51:30.317607"
"865","2616","Deal with Michelle Davis","20936","2025-11-09 17:28:35.784813"
"866","2617","Deal with Eddie Bowman","24874","2025-08-28 08:39:39.734930"
"867","2622","Deal with John Hale","9694","2025-02-16 04:57:20.057591"
"868","2625","Deal with Christopher Miller","23182","2025-04-16 17:04:48.895287"
"869","2627","Deal with Blake Boyer","47878","2025-05-23 01:27:22.524331"
"870","2632","Deal with Tamara Harris","23246","2025-04-25 07:05:35.719372"
"871","2637","Deal with Amy Ryan","35293","2025-03-02 23:05:26.019510"
"872","2638","Deal with Carmen Johnson","42335","2025-05-13 21:33:36.199639"
"873","2641","Deal with Lisa Kelley","22868","2025-03-27 21:18:37.829357"
"874","2646","Deal with Samantha Walters","7618","2025-03-22 16:27:30.167042"
"875","2647","Deal with David Long MD","38791","2025-05-18 06:17:43.104179"
"876","2651","Deal with Miss Catherine Brown","32468","2025-04-28 03:42:48.455081"
"877","2653","Deal with David Moore","10913","2025-02-04 15:57:23.891778"
"878","2655","Deal with Margaret Harrell","22221","2025-02-16 15:07:59.768188"
"879","2660","Deal with Devin Jackson","9717","2025-04-08 23:58:53.793916"
"880","2663","Deal with Donald Ibarra","24217","2025-02-18 10:34:13.276280"
"881","2665","Deal with Barbara Cameron","30451","2025-06-06 17:46:20.016866"
"882","2666","Deal with Felicia Smith","42248","2025-06-01 22:30:17.406317"
"883","2668","Deal with Kristie Aguilar","25854","2025-02-01 05:19:01.219970"
"884","2672","Deal with Lindsey Patterson","44865","2025-07-18 17:48:12.152926"
"885","2673","Deal with Tracy Meyers","24428","2025-04-04 23:29:38.580683"
"886","2675","Deal with Chelsea Valentine","23758","2025-02-21 03:40:57.274313"
"887","2677","Deal with Jimmy Wells","23340","2025-06-01 02:59:40.359940"
"888","2682","Deal with Veronica Jones","49507","2025-02-15 06:51:21.097485"
"889","2684","Deal with Courtney Martinez","48052","2025-08-16 06:02:41.182884"
"890","2686","Deal with Judy Rodriguez","10910","2025-03-23 21:00:08.519241"
"891","2690","Deal with Tiffany Rice","23347","2025-08-01 00:28:32.315162"
"892","2700","Deal with Joshua Oneill","11050","2025-03-24 22:53:51.484634"
"893","2702","Deal with Marcus Moon","9720","2025-07-06 02:02:47.215766"
"894","2703","Deal with Eric Mosley","27788","2025-02-17 19:27:55.844400"
"895","2705","Deal with William Adams","35541","2025-06-07 00:00:54.742535"
"896","2706","Deal with Kathy Cummings","37120","2025-08-21 09:15:52.482105"
"897","2710","Deal with Gloria Charles","6955","2025-06-17 06:25:37.610180"
"898","2711","Deal with Shari Murphy","44187","2025-02-06 02:17:56.320083"
"899","2715","Deal with Marcus Jackson","48588","2025-03-17 21:35:44.236204"
"900","2716","Deal with Robert Patterson","40889","2025-01-16 09:14:24.018740"
"901","2717","Deal with Dawn Vaughan","41553","2025-07-16 15:34:49.962367"
"902","2718","Deal with James Bass","17159","2025-08-05 16:32:53.845842"
"903","2720","Deal with Aaron Castro","42560","2025-06-17 20:34:24.853977"
"904","2721","Deal with Robin Lee","48420","2025-07-07 21:57:07.989762"
"905","2722","Deal with Roy Rubio","31378","2025-04-04 16:37:29.601471"
"906","2724","Deal with Diana Gonzalez","31983","2025-07-02 08:51:23.875085"
"907","2725","Deal with Daniel Robinson","35364","2025-07-15 01:16:10.168680"
"908","2726","Deal with Steven Herrera","47572","2025-03-09 03:39:58.620235"
"909","2727","Deal with Jeffery Gilmore","17357","2025-07-22 23:46:13.794570"
"910","2729","Deal with David Sullivan","27243","2025-10-16 14:27:07.854370"
"911","2731","Deal with Mrs. Susan Webster","19307","2025-10-10 14:27:07.916303"
"912","2733","Deal with Kimberly Shaw","7301","2025-10-03 14:27:07.625706"
"913","2736","Deal with Patrick Faulkner","34020","2025-09-28 14:27:07.838410"
"914","2737","Deal with Tiffany Thornton","35254","2025-10-18 14:27:07.430864"
"915","2744","Deal with Elizabeth Myers","29869","2025-09-25 14:27:07.797097"
"916","2745","Deal with Mike Gray","7879","2025-10-16 14:27:07.089603"
"917","2751","Deal with Michael George","42033","2025-10-14 14:27:07.700906"
"918","2752","Deal with Janice Herrera","17422","2025-10-04 14:27:07.813378"
"919","2753","Deal with Michael Bernard","49503","2025-10-09 14:27:07.889867"
"920","2755","Deal with Jared Sawyer","24667","2025-10-01 14:27:07.830791"
"921","2761","Deal with Edward Flowers","32794","2025-09-29 14:27:07.653165"
"922","2764","Deal with Randall Shelton","34058","2025-09-30 14:27:07.511932"
"923","2766","Deal with Melissa Williams","14580","2025-10-04 14:27:07.481622"
"924","2767","Deal with Nicole Gibbs","24093","2025-10-13 14:27:07.439059"
"925","2768","Deal with Jonathan Henderson","49518","2025-10-06 14:27:07.866487"
"926","2769","Deal with Tammy Richardson","6411","2025-10-05 14:27:07.848902"
"927","2770","Deal with Richard Martinez","8336","2025-10-08 14:27:07.511335"
"928","2771","Deal with Joseph Lin","39247","2025-10-16 14:27:07.835005"
"929","2773","Deal with Matthew Valencia","34215","2025-10-07 14:27:07.150880"
"930","2774","Deal with Michelle Diaz","14590","2025-10-01 14:27:07.161530"
"931","2775","Deal with Jacqueline Lewis","26305","2025-10-17 14:27:07.407416"
"932","2776","Deal with Rhonda Jones","7218","2025-10-03 14:27:07.425439"
"933","2780","Deal with Lisa Fisher","41749","2025-09-27 14:27:07.506342"
"934","2786","Deal with Valerie Greene","8349","2025-05-17 22:59:54.382285"
"935","2787","Deal with Robert Smith","11162","2025-05-28 22:59:54.831092"
"936","2795","Deal with Alicia Gomez","11822","2025-05-09 22:59:54.841826"
"937","2796","Deal with Alexandra Hicks","38176","2025-05-27 22:59:54.814108"
"938","2805","Deal with Mary Johnson","38492","2025-05-14 22:59:54.902977"
"939","2806","Deal with Zachary Hawkins","17646","2025-05-22 22:59:54.988914"
"940","2812","Deal with Kimberly Arroyo","15265","2025-05-29 22:59:54.050670"
"941","2815","Deal with Andrew Carr","24087","2025-05-11 22:59:54.804382"
"942","2817","Deal with Bobby Duffy","15406","2025-05-28 22:59:54.206479"
"943","2823","Deal with Brenda Stewart","39059","2025-05-10 22:59:54.411294"
"944","2826","Deal with Sharon Vargas","25467","2025-05-16 22:59:54.423500"
"945","2827","Deal with Aaron Poole","37685","2025-05-27 22:59:54.339669"
"946","2829","Deal with Courtney Williams","8067","2025-05-28 22:59:54.622787"
"947","2837","Deal with Edward Palmer","46219","2025-03-19 15:39:30.813456"
"948","2839","Deal with Dean Fisher","11952","2025-11-18 10:13:07.995787"
"949","2840","Deal with Steven Cooke","44362","2025-03-10 15:11:05.013732"
"950","2841","Deal with Steven Rubio","41643","2025-05-22 09:07:58.008829"
"951","2842","Deal with Derek Kaufman","5420","2025-08-11 04:25:27.006588"
"952","2843","Deal with Toni Bennett","21617","2025-05-28 07:35:37.231569"
"953","2845","Deal with Wesley Hunt","45279","2025-03-18 16:50:57.702930"
"954","2846","Deal with Jesse Roberts","41840","2025-07-21 21:15:13.352298"
"955","2847","Deal with Melinda Long","24389","2025-09-19 12:10:07.256404"
"956","2850","Deal with Michael Park","16479","2025-10-16 05:13:42.999286"
"957","2852","Deal with Jordan Edwards","35643","2025-11-16 00:48:09.081030"
"958","2857","Deal with Mary Morris","45175","2025-06-14 13:27:56.373531"
"959","2862","Deal with Kim Johnson","8225","2025-09-03 15:04:45.256215"
"960","2870","Deal with Tonya Anderson","49173","2025-05-30 13:04:04.142268"
"961","2873","Deal with James Rodriguez","22969","2025-07-31 12:17:31.661670"
"962","2874","Deal with Daniel Bryant Jr.","24605","2025-10-20 20:29:31.705587"
"963","2876","Deal with Kaitlin Figueroa","16612","2025-09-01 02:25:09.215147"
"964","2878","Deal with Dr. Carl Cantrell","43466","2025-07-20 18:12:12.242299"
"965","2885","Deal with Jennifer Mack","41892","2025-09-21 00:55:30.157058"
"966","2887","Deal with Kevin Wade","6598","2025-09-22 00:55:30.842256"
"967","2889","Deal with Samuel Miller","22524","2025-09-20 00:55:30.029374"
"968","2891","Deal with Amy Moody","37623","2025-09-14 00:55:30.762833"
"969","2893","Deal with Kayla White","27116","2025-10-02 00:55:30.246263"
"970","2894","Deal with Megan Flores","39574","2025-09-24 00:55:30.017415"
"971","2895","Deal with Chris Clark","39321","2025-09-26 00:55:30.071135"
"972","2900","Deal with Johnny Valdez","29043","2025-09-27 00:55:30.952991"
"973","2907","Deal with Karen Brown","5566","2025-09-28 00:55:30.760762"
"974","2912","Deal with Andrea Miller","16595","2025-09-13 00:55:30.710945"
"975","2914","Deal with William Ross","49914","2025-09-23 00:55:30.743652"
"976","2915","Deal with Kari Hill","48675","2025-09-22 00:55:30.341744"
"977","2919","Deal with Jason King","31318","2025-09-21 00:55:30.905246"
"978","2922","Deal with Cynthia Duncan","21583","2025-09-28 00:55:30.771497"
"979","2931","Deal with Benjamin Mitchell","17543","2025-09-18 00:55:30.718686"
"980","2933","Deal with Cindy Stout","26282","2025-05-09 23:25:46.534132"
"981","2934","Deal with Corey Calderon","48790","2025-05-18 23:25:46.695818"
"982","2936","Deal with Patrick Russell II","29109","2025-05-17 23:25:46.201847"
"983","2943","Deal with Amanda Johnson","42279","2025-05-16 23:25:46.549211"
"984","2956","Deal with Robyn Watson","31237","2025-05-12 23:25:46.733787"
"985","2957","Deal with Jeffrey Anderson","27267","2025-05-16 23:25:46.575708"
"986","2958","Deal with Linda Smith","19195","2025-05-05 23:25:46.409427"
"987","2964","Deal with Willie Hughes","17123","2025-05-14 23:25:46.969910"
"988","2965","Deal with Mark Simmons","17932","2025-05-05 23:25:46.750057"
"989","2966","Deal with Kimberly Jones","24467","2025-05-09 23:25:46.444514"
"990","2975","Deal with Sarah Quinn","44379","2025-05-18 23:25:46.837030"
"991","2981","Deal with Brett Powell","39995","2025-05-04 23:25:46.229245"
"992","2991","Deal with Jeremy Walton","38590","2025-03-30 04:57:28.774878"
"993","2994","Deal with Kimberly Smith","15223","2025-03-28 06:53:41.522068"
"994","2996","Deal with Dylan Reed","34767","2025-04-06 22:08:07.967625"
"995","2997","Deal with James Richard","42500","2025-03-23 10:26:44.374507"
"996","3000","Deal with Robert Dickerson","45273","2025-03-23 18:58:21.204579"
"997","3005","Deal with Jeffrey Aguilar","19063","2025-03-03 01:24:01.425938"
"998","3006","Deal with Joseph Horn","41686","2025-04-13 23:26:04.703681"
"999","3016","Deal with Hailey Torres","9146","2025-04-24 06:03:34.775643"
"1000","3022","Deal with Anthony Johnson","24387","2025-04-03 14:11:22.757193"
"1001","3030","Deal with Johnny Riley","18596","2025-03-30 06:43:20.440957"
"1002","3031","Deal with Samuel Simpson","44163","2025-04-06 14:04:24.396015"
"1003","3032","Deal with Bradley Acosta","35099","2025-02-26 22:11:53.742363"
"1004","3035","Deal with James Roberts","26466","2025-04-21 09:24:39.226983"
"1005","3038","Deal with Randy Fitzgerald","25195","2025-04-22 22:49:22.346779"
"1006","3041","Deal with Clayton Berger","26086","2025-07-09 04:54:15.472539"
"1007","3043","Deal with Guy Paul","27085","2025-07-12 01:28:29.510902"
"1008","3046","Deal with Lisa Webster","39580","2025-07-25 22:12:05.080685"
"1009","3047","Deal with Elizabeth Anderson","10227","2025-07-14 13:43:49.178607"
"1010","3050","Deal with Anthony Griffith","6995","2025-07-11 12:30:11.291362"
"1011","3052","Deal with Eileen Black","19085","2025-07-25 23:02:23.028367"
"1012","3054","Deal with Scott Johnson","23988","2025-07-29 12:52:04.688406"
"1013","3055","Deal with Dawn Martinez","15316","2025-07-03 07:38:44.379236"
"1014","3057","Deal with Roger Long","22884","2025-07-26 21:35:49.260097"
"1015","3059","Deal with James Wilkins","32746","2025-07-11 08:24:50.035582"
"1016","3065","Deal with Debra Gutierrez","22762","2025-07-15 20:58:07.374053"
"1017","3067","Deal with Samantha Aguilar","5950","2025-07-03 19:53:47.208731"
"1018","3073","Deal with Jessica Ramsey","30286","2025-07-06 11:27:48.423169"
"1019","3074","Deal with Angela Jimenez","19344","2025-07-09 18:15:23.566203"
"1020","3078","Deal with Kelly Martin","41730","2025-07-15 12:10:48.294508"
"1021","3079","Deal with Paige Martinez","29819","2025-07-25 00:48:20.058709"
"1022","3082","Deal with Bryan Shelton","13149","2025-07-29 03:01:13.849906"
"1023","3084","Deal with Chelsea Johnston","17651","2025-07-10 11:57:51.376092"
"1024","3086","Deal with Judy Jefferson","33059","2025-07-17 01:46:41.165799"
"1025","3087","Deal with Emily Ward","34981","2025-09-03 17:27:31.182592"
"1026","3091","Deal with Steven Martinez","19148","2025-07-28 10:56:10.217739"
"1027","3096","Deal with Michael Nelson","6786","2025-06-08 06:23:18.330547"
"1028","3104","Deal with Antonio Smith","24518","2025-05-19 15:50:29.788742"
"1029","3105","Deal with Kevin Moore","5846","2025-05-15 14:01:04.385458"
"1030","3106","Deal with Christopher Lucas","9227","2025-07-17 05:05:49.580811"
"1031","3109","Deal with Jason Green","29927","2025-06-16 05:29:47.143011"
"1032","3111","Deal with Timothy Weber","12308","2025-07-16 21:21:23.679005"
"1033","3112","Deal with Mike Allen","27566","2025-06-01 21:38:07.125273"
"1034","3116","Deal with Melinda Estrada","32752","2025-09-05 05:01:52.124600"
"1035","3117","Deal with Sherry Hartman","40993","2025-09-09 04:29:10.069500"
"1036","3119","Deal with Alicia Ray","32163","2025-06-09 05:11:09.582487"
